id_hogar,renglon,pobreden,age_baseline,sex_baseline,state,village,cutoff,xraw,y,y_baseline,xnorm,xbin,bin_midpt
353963,6,1,8,female,4,130800032,753,721.5,1,0,-31.5,4,-32.5
138434,9,1,7,male,4,130420024,753,725.5,1,1,-27.5,5,-27.5
284300,2,1,14,female,4,130840032,753,742,0,0,-11,8,-12.5
559691,5,1,8,female,4,130300008,753,751,1,1,-2,10,-2.5
557605,10,1,8,male,4,130580000,753,746.75,1,1,-6.25,9,-7.5
352852,3,1,13,female,4,130460096,753,718,0,1,-35,4,-32.5
557605,9,1,9,male,4,130580000,753,746.75,1,1,-6.25,9,-7.5
249615,3,1,14,male,4,130060032,753,727,1,1,-26,5,-27.5
249615,5,1,11,male,4,130060032,753,727,1,1,-26,5,-27.5
284390,3,1,14,male,4,130840032,753,741,0,1,-12,8,-12.5
558679,11,1,10,male,4,130160016,753,751,1,1,-2,10,-2.5
199501,3,1,10,female,4,130270000,753,711,1,1,-42,2,-42.5
558513,2,1,15,male,4,130770056,753,747.5,0,0,-5.5,9,-7.5
138710,3,1,15,female,4,130420024,753,736,0,0,-17,7,-17.5
559726,4,1,14,male,4,130300008,753,728.70001,1,1,-24.299988,6,-22.5
350727,4,1,16,male,4,130680048,753,722,0,0,-31,4,-32.5
249737,7,1,8,female,4,130060032,753,710,1,1,-43,2,-42.5
251532,3,1,6,male,4,130620104,753,707,1,1,-46,1,-47.5
653439,7,1,8,male,4,130180048,753,734.5,1,1,-18.5,7,-17.5
249870,3,no pobre,16,female,4,130280104,753,790,0,0,37,18,37.5
196686,4,1,8,female,4,130270000,753,733,1,1,-20,7,-17.5
251994,3,no pobre,12,female,4,130710024,753,775.5,1,1,22.5,15,22.5
251994,5,no pobre,6,male,4,130710024,753,775.5,1,1,22.5,15,22.5
353981,3,1,7,male,4,130800032,753,726.33002,0,0,-26.669983,5,-27.5
197922,4,1,6,female,4,130530160,753,706,1,1,-47,1,-47.5
558183,5,1,12,male,4,130040016,753,741.14001,1,1,-11.859985,8,-12.5
481890,10,1,11,female,4,130840032,753,738.5,1,1,-14.5,8,-12.5
558648,5,1,11,male,4,130160072,753,745.14001,1,1,-7.8599854,9,-7.5
559733,3,1,8,female,4,130300008,753,728,1,1,-25,6,-22.5
284390,4,1,13,female,4,130840032,753,741,0,1,-12,8,-12.5
354966,3,1,12,female,4,130140016,753,711,0,1,-42,2,-42.5
197771,5,1,7,male,4,130380000,753,708,1,1,-45,2,-42.5
559715,3,1,13,female,4,130300008,753,738,1,1,-15,8,-12.5
137584,9,no pobre,6,male,4,130840072,753,787.5,1,1,34.5,17,32.5
252380,5,1,14,male,4,130430000,753,749,0,1,-4,10,-2.5
558923,5,1,14,male,4,130300104,753,727,0,0,-26,5,-27.5
559715,2,1,14,female,4,130300008,753,738,0,1,-15,8,-12.5
252344,7,1,11,male,4,130430000,753,730,1,1,-23,6,-22.5
559104,4,1,16,female,4,130150008,753,706,0,1,-47,1,-47.5
684388,4,1,9,male,4,130370008,753,735,1,1,-18,7,-17.5
556091,3,1,11,male,4,130150048,753,752,1,1,-1,10,-2.5
501225,3,1,12,male,4,130810008,753,725,1,1,-28,5,-27.5
353965,3,no pobre,16,female,4,130800032,753,790,0,1,37,18,37.5
558675,5,1,14,female,4,130160016,753,721,0,0,-32,4,-32.5
252350,5,1,16,female,4,130430000,753,736.5,1,1,-16.5,7,-17.5
250373,3,1,15,male,4,130260040,753,728,0,1,-25,6,-22.5
197771,3,1,16,male,4,130380000,753,708,0,1,-45,2,-42.5
557531,3,1,9,male,4,130580000,753,747,1,1,-6,9,-7.5
354895,7,1,7,female,4,130140016,753,744,1,1,-9,9,-7.5
559516,5,1,9,male,4,130590024,753,706,1,1,-47,1,-47.5
199501,4,1,7,female,4,130270000,753,711,1,1,-42,2,-42.5
196409,6,1,11,male,4,130530160,753,749,1,1,-4,10,-2.5
481220,5,1,11,male,4,130840064,753,741,1,1,-12,8,-12.5
196398,3,1,16,male,4,130530160,753,724,0,1,-29,5,-27.5
197836,5,1,13,male,4,130270000,753,720.33002,1,1,-32.669983,4,-32.5
138723,7,1,12,male,4,130420024,753,751.79999,0,1,-1.2000122,10,-2.5
558167,5,1,9,male,4,130350024,753,717,1,1,-36,3,-37.5
249870,4,no pobre,7,male,4,130280104,753,790,1,1,37,18,37.5
250373,4,1,11,female,4,130260040,753,728,1,1,-25,6,-22.5
252366,6,1,12,male,4,130430000,753,711,1,1,-42,2,-42.5
503327,4,1,7,female,4,130140016,753,733,1,1,-20,7,-17.5
284450,9,1,8,male,4,130840032,753,744,1,1,-9,9,-7.5
249885,8,1,8,male,4,130280104,753,704,1,1,-49,1,-47.5
559635,4,1,8,male,4,130010040,753,716,1,0,-37,3,-37.5
200579,2,1,12,female,4,130140016,753,725,1,1,-28,5,-27.5
197771,4,1,9,female,4,130380000,753,708,1,1,-45,2,-42.5
138700,5,1,11,female,4,130420024,753,729.25,1,1,-23.75,6,-22.5
137553,3,1,10,male,4,130310024,753,710,1,1,-43,2,-42.5
140300,8,1,9,male,4,130300104,753,707.95001,1,1,-45.049988,1,-47.5
558923,7,1,12,female,4,130300104,753,727,0,0,-26,5,-27.5
249737,5,1,13,male,4,130060032,753,710,1,1,-43,2,-42.5
558974,4,no pobre,15,female,4,130300104,753,798,0,0,45,20,47.5
558812,3,1,6,male,4,130040016,753,729,1,1,-24,6,-22.5
351599,5,1,13,female,4,130460096,753,724.5,1,1,-28.5,5,-27.5
504383,5,1,11,female,4,130040016,753,734,1,1,-19,7,-17.5
557504,4,1,15,male,4,130580000,753,736.33002,0,1,-16.669983,7,-17.5
558513,3,1,15,male,4,130770056,753,747.5,0,0,-5.5,9,-7.5
138724,4,no pobre,13,female,4,130420024,753,792.5,0,1,39.5,18,37.5
354052,4,1,13,male,4,130490040,753,712,0,1,-41,2,-42.5
559000,7,1,13,male,4,130300104,753,724,1,1,-29,5,-27.5
354966,4,1,11,male,4,130140016,753,711,1,1,-42,2,-42.5
559114,4,1,14,male,4,130150008,753,716,1,1,-37,3,-37.5
137554,4,1,14,male,4,130310024,753,726,0,0,-27,5,-27.5
196711,3,no pobre,6,male,4,130270016,753,759,1,1,6,12,7.5
284450,7,1,14,female,4,130840032,753,744,0,0,-9,9,-7.5
252395,4,1,16,female,4,130430000,753,722,0,0,-31,4,-32.5
481290,4,1,9,female,4,130840032,753,744,1,1,-9,9,-7.5
354052,6,1,10,female,4,130490040,753,712,1,1,-41,2,-42.5
558923,3,1,9,female,4,130300104,753,727,1,1,-26,5,-27.5
249615,4,1,12,male,4,130060032,753,727,1,1,-26,5,-27.5
137553,4,1,7,female,4,130310024,753,710,1,1,-43,2,-42.5
354488,5,1,10,male,4,130140016,753,732,1,1,-21,6,-22.5
558893,3,1,15,female,4,130300104,753,732,0,0,-21,6,-22.5
558864,4,no pobre,16,male,4,130300104,753,798,0,0,45,20,47.5
558177,6,1,11,female,4,130040016,753,744,0,1,-9,9,-7.5
196854,5,1,12,female,4,130270016,753,711,1,1,-42,2,-42.5
559571,6,1,12,male,4,130590024,753,739,1,1,-14,8,-12.5
249646,6,1,13,female,4,130060032,753,752,1,1,-1,10,-2.5
197844,3,1,13,male,4,130270000,753,713,1,0,-40,3,-37.5
559691,3,1,12,female,4,130300008,753,751,0,1,-2,10,-2.5
507568,8,1,8,male,4,130140016,753,724,1,1,-29,5,-27.5
556079,4,1,8,male,4,130150048,753,749,1,1,-4,10,-2.5
137554,5,1,13,female,4,130310024,753,726,1,1,-27,5,-27.5
559294,6,1,9,male,4,130590056,753,747,1,1,-6,9,-7.5
138700,6,1,8,male,4,130420024,753,729.25,1,1,-23.75,6,-22.5
507579,4,1,14,male,4,130140016,753,724,0,0,-29,5,-27.5
481330,4,1,9,female,4,130840032,753,715.5,1,1,-37.5,3,-37.5
556153,3,no pobre,10,male,4,130150048,753,796.70001,1,1,43.700012,19,42.5
558177,8,1,7,male,4,130040016,753,744,1,1,-9,9,-7.5
556079,3,1,12,female,4,130150048,753,749,1,1,-4,10,-2.5
251947,3,1,14,female,4,130710064,753,709,0,1,-44,2,-42.5
353953,7,1,7,male,4,130800032,753,728.5,1,1,-24.5,6,-22.5
558923,4,1,16,male,4,130300104,753,727,0,0,-26,5,-27.5
250401,6,1,6,female,4,130260040,753,715,1,1,-38,3,-37.5
481890,14,1,6,female,4,130840032,753,738.5,1,1,-14.5,8,-12.5
558864,8,no pobre,6,female,4,130300104,753,798,1,1,45,20,47.5
653439,8,1,6,male,4,130180048,753,734.5,1,1,-18.5,7,-17.5
249869,6,1,8,female,4,130280104,753,709.5,1,1,-43.5,2,-42.5
503481,5,1,12,female,4,130400032,753,740,1,1,-13,8,-12.5
249889,4,1,8,male,4,130280104,753,717,1,1,-36,3,-37.5
557602,3,no pobre,13,male,4,130580000,753,775,1,1,22,15,22.5
558893,4,1,12,male,4,130300104,753,732,0,1,-21,6,-22.5
558675,4,1,16,female,4,130160016,753,721,0,0,-32,4,-32.5
558505,4,1,15,male,4,130770056,753,734,0,1,-19,7,-17.5
250363,3,1,14,female,4,130260040,753,716,1,1,-37,3,-37.5
558177,5,1,14,female,4,130040016,753,744,0,1,-9,9,-7.5
200568,4,1,9,male,4,130140016,753,721,1,1,-32,4,-32.5
559516,6,1,7,male,4,130590024,753,706,1,1,-47,1,-47.5
555356,9,1,6,female,4,130680048,753,710.25,0,0,-42.75,2,-42.5
197791,5,1,11,female,4,130380000,753,722,1,1,-31,4,-32.5
504207,6,1,12,female,4,130040016,753,732,0,1,-21,6,-22.5
558864,7,no pobre,8,male,4,130300104,753,798,1,1,45,20,47.5
557589,3,1,12,female,4,130580000,753,748,1,1,-5,10,-2.5
653698,5,1,9,female,4,130180048,753,720.5,0,0,-32.5,4,-32.5
353953,4,1,14,female,4,130800032,753,728.5,1,1,-24.5,6,-22.5
295881,7,no pobre,11,female,4,130570096,753,802.75,0,1,49.75,20,47.5
199531,5,1,13,male,4,130270000,753,722,0,1,-31,4,-32.5
501225,4,1,11,female,4,130810008,753,725,1,1,-28,5,-27.5
197793,4,1,12,male,4,130380000,753,736,1,1,-17,7,-17.5
558644,4,1,13,male,4,130160072,753,711.5,0,0,-41.5,2,-42.5
559282,7,1,9,male,4,130590056,753,721.5,1,1,-31.5,4,-32.5
197836,7,1,8,male,4,130270000,753,720.33002,1,1,-32.669983,4,-32.5
252380,6,1,11,female,4,130430000,753,749,0,1,-4,10,-2.5
295877,9,1,14,male,4,130570096,753,704.5,0,1,-48.5,1,-47.5
249888,4,1,7,male,4,130280104,753,751,1,1,-2,10,-2.5
558748,4,1,6,female,4,130350024,753,714,1,1,-39,3,-37.5
138220,3,1,11,female,4,130300104,753,736,1,1,-17,7,-17.5
253116,5,1,8,female,4,130460080,753,731.5,1,1,-21.5,6,-22.5
138491,6,1,9,male,4,130420024,753,724.5,1,1,-28.5,5,-27.5
504405,4,1,6,male,4,130040016,753,735,1,1,-18,7,-17.5
559282,6,1,10,female,4,130590056,753,721.5,1,1,-31.5,4,-32.5
559516,3,1,12,male,4,130590024,753,706,0,1,-47,1,-47.5
481290,5,1,6,female,4,130840032,753,744,1,1,-9,9,-7.5
558871,7,1,14,female,4,130300104,753,741.5,1,1,-11.5,8,-12.5
250397,3,1,15,male,4,130260040,753,713,1,1,-40,3,-37.5
249646,8,1,7,female,4,130060032,753,752,1,1,-1,10,-2.5
197807,4,1,11,female,4,130380000,753,747,1,1,-6,9,-7.5
481890,12,1,9,male,4,130840032,753,738.5,1,1,-14.5,8,-12.5
197837,3,1,10,male,4,130270000,753,706,1,1,-47,1,-47.5
354885,3,1,6,female,4,130140016,753,747,1,1,-6,9,-7.5
653644,7,1,8,female,4,130180048,753,731.33002,1,1,-21.669983,6,-22.5
555384,3,1,10,female,4,130680048,753,749,1,1,-4,10,-2.5
558652,3,1,8,female,4,130160072,753,724,1,1,-29,5,-27.5
559658,6,1,6,female,4,130010040,753,747,1,1,-6,9,-7.5
559587,5,1,8,female,4,130590024,753,713,1,1,-40,3,-37.5
138718,10,1,10,female,4,130420024,753,707,1,1,-46,1,-47.5
558168,3,1,7,female,4,130350024,753,704,1,1,-49,1,-47.5
693807,3,1,6,female,4,130140016,753,743,1,1,-10,9,-7.5
559691,4,1,10,male,4,130300008,753,751,1,1,-2,10,-2.5
693881,4,1,7,female,4,130140016,753,725,1,1,-28,5,-27.5
559000,6,1,15,female,4,130300104,753,724,0,0,-29,5,-27.5
504207,9,1,6,female,4,130040016,753,732,1,1,-21,6,-22.5
555286,4,no pobre,16,female,4,130680048,753,760,0,0,7,12,7.5
559171,3,1,14,female,4,130150032,753,710,0,1,-43,2,-42.5
252632,3,1,16,female,4,130590032,753,728,0,0,-25,6,-22.5
250401,4,1,14,male,4,130260040,753,715,1,1,-38,3,-37.5
252375,6,no pobre,14,female,4,130430000,753,784,0,1,31,17,32.5
137584,7,no pobre,10,male,4,130840072,753,787.5,1,1,34.5,17,32.5
252371,3,1,7,male,4,130430000,753,744,1,1,-9,9,-7.5
653644,5,1,12,female,4,130180048,753,731.33002,0,1,-21.669983,6,-22.5
196409,5,1,13,female,4,130530160,753,749,1,1,-4,10,-2.5
558871,6,1,16,female,4,130300104,753,741.5,1,1,-11.5,8,-12.5
138712,6,1,7,female,4,130420024,753,722,1,1,-31,4,-32.5
559294,5,1,10,male,4,130590056,753,747,1,1,-6,9,-7.5
352867,4,1,12,male,4,130460096,753,730.5,1,1,-22.5,6,-22.5
507568,5,1,14,male,4,130140016,753,724,1,1,-29,5,-27.5
558603,4,1,7,male,4,130160072,753,708,1,1,-45,2,-42.5
138502,2,no pobre,12,female,4,130420024,753,799,0,1,46,20,47.5
252344,8,1,8,female,4,130430000,753,730,1,1,-23,6,-22.5
558500,6,1,11,male,4,130770056,753,704,1,1,-49,1,-47.5
354908,5,1,15,male,4,130140016,753,705,1,1,-48,1,-47.5
250397,4,1,13,female,4,130260040,753,713,1,1,-40,3,-37.5
197795,3,1,10,male,4,130380000,753,747.5,1,1,-5.5,9,-7.5
653554,5,1,13,male,4,130180048,753,746,1,1,-7,9,-7.5
250363,4,1,11,female,4,130260040,753,716,1,1,-37,3,-37.5
559154,6,1,7,female,4,130150032,753,728,1,1,-25,6,-22.5
138489,7,1,6,female,4,130420024,753,710,1,1,-43,2,-42.5
199655,7,1,14,female,4,130270000,753,737,1,1,-16,7,-17.5
653649,7,1,13,female,4,130180048,753,707,1,1,-46,1,-47.5
249878,5,1,15,male,4,130280104,753,706,0,1,-47,1,-47.5
558949,4,1,8,female,4,130300104,753,747,1,1,-6,9,-7.5
653644,8,1,6,female,4,130180048,753,731.33002,1,0,-21.669983,6,-22.5
353964,7,1,11,female,4,130800032,753,729.5,1,1,-23.5,6,-22.5
684385,4,1,12,female,4,130370008,753,744,1,1,-9,9,-7.5
558675,8,1,6,male,4,130160016,753,721,1,1,-32,4,-32.5
138491,5,1,13,male,4,130420024,753,724.5,1,1,-28.5,5,-27.5
558500,4,1,16,female,4,130770056,753,704,0,0,-49,1,-47.5
559548,5,1,11,male,4,130590024,753,710,1,1,-43,2,-42.5
481330,6,1,13,male,4,130840032,753,715.5,0,1,-37.5,3,-37.5
250105,4,1,11,male,4,130260040,753,707,1,1,-46,1,-47.5
559224,7,1,12,male,4,130590024,753,745.59998,1,1,-7.4000244,9,-7.5
558514,3,1,6,male,4,130770056,753,726,1,1,-27,5,-27.5
555371,5,1,6,female,4,130680048,753,715.5,1,1,-37.5,3,-37.5
683444,4,1,6,male,4,130160072,753,704,1,1,-49,1,-47.5
251947,4,1,12,male,4,130710064,753,709,1,1,-44,2,-42.5
252341,3,1,15,male,4,130430000,753,705,1,1,-48,1,-47.5
254294,5,1,9,male,4,130710024,753,713,1,1,-40,3,-37.5
351804,5,1,8,male,4,130490040,753,724,1,1,-29,5,-27.5
250380,6,1,11,male,4,130260040,753,723,1,1,-30,5,-27.5
558616,5,1,6,female,4,130160072,753,726,1,1,-27,5,-27.5
252390,4,1,9,female,4,130430000,753,718,1,1,-35,4,-32.5
558017,5,1,6,female,4,130350024,753,705.46002,1,1,-47.539978,1,-47.5
558644,5,1,11,female,4,130160072,753,711.5,0,1,-41.5,2,-42.5
354052,5,1,11,female,4,130490040,753,712,1,1,-41,2,-42.5
138220,4,1,8,female,4,130300104,753,736,1,1,-17,7,-17.5
559658,4,1,15,male,4,130010040,753,747,0,0,-6,9,-7.5
199522,4,1,14,female,4,130270000,753,734,0,0,-19,7,-17.5
199507,8,1,8,female,4,130270000,753,737.66998,1,1,-15.330017,7,-17.5
558924,3,1,13,female,4,130300104,753,707,1,1,-46,1,-47.5
507689,3,1,14,male,4,130140016,753,721.5,0,1,-31.5,4,-32.5
556126,3,1,7,female,4,130150048,753,723,1,1,-30,5,-27.5
284320,8,1,15,female,4,130840032,753,704.57001,0,0,-48.429993,1,-47.5
555228,4,no pobre,14,male,4,130150048,753,788.5,0,1,35.5,18,37.5
557587,5,no pobre,9,female,4,130580000,753,774,0,1,21,15,22.5
558672,3,1,8,female,4,130160072,753,742,1,1,-11,8,-12.5
559539,3,1,6,female,4,130590024,753,719,1,1,-34,4,-32.5
559699,3,1,8,male,4,130300008,753,715,1,1,-38,3,-37.5
249667,5,1,9,male,4,130060032,753,708,1,1,-45,2,-42.5
250105,3,1,14,male,4,130260040,753,707,1,1,-46,1,-47.5
555228,5,no pobre,12,male,4,130150048,753,788.5,1,1,35.5,18,37.5
558679,4,1,16,female,4,130160016,753,751,0,0,-2,10,-2.5
138491,7,1,7,male,4,130420024,753,724.5,1,1,-28.5,5,-27.5
555356,7,1,11,female,4,130680048,753,710.25,1,1,-42.75,2,-42.5
249889,3,1,11,female,4,130280104,753,717,1,1,-36,3,-37.5
481280,4,1,7,female,4,130840032,753,709,1,1,-44,2,-42.5
653644,4,1,15,male,4,130180048,753,731.33002,0,0,-21.669983,6,-22.5
481290,3,1,13,male,4,130840032,753,744,1,1,-9,9,-7.5
557509,5,1,12,male,4,130580000,753,741,1,1,-12,8,-12.5
252366,5,1,15,male,4,130430000,753,711,0,0,-42,2,-42.5
251247,4,1,11,female,4,130430000,753,713,1,1,-40,3,-37.5
684257,4,1,10,female,4,130450008,753,710,1,1,-43,2,-42.5
197921,3,no pobre,16,female,4,130530160,753,765,0,0,12,13,12.5
504207,4,1,15,male,4,130040016,753,732,1,0,-21,6,-22.5
503481,4,1,14,male,4,130400032,753,740,0,1,-13,8,-12.5
254286,3,1,9,female,4,130710024,753,746.5,1,1,-6.5,9,-7.5
558017,2,1,16,female,4,130350024,753,705.46002,0,1,-47.539978,1,-47.5
249737,6,1,10,female,4,130060032,753,710,1,1,-43,2,-42.5
197836,6,1,10,male,4,130270000,753,720.33002,1,1,-32.669983,4,-32.5
558017,3,1,15,female,4,130350024,753,705.46002,0,1,-47.539978,1,-47.5
557602,5,no pobre,9,male,4,130580000,753,775,1,1,22,15,22.5
555355,5,1,12,female,4,130680048,753,714.5,1,1,-38.5,3,-37.5
559333,4,1,10,female,4,130590056,753,752,1,1,-1,10,-2.5
558644,7,1,6,male,4,130160072,753,711.5,1,0,-41.5,2,-42.5
197836,4,1,15,female,4,130270000,753,720.33002,1,1,-32.669983,4,-32.5
391190,3,1,9,male,4,130380016,753,705,1,1,-48,1,-47.5
557531,4,1,7,female,4,130580000,753,747,1,1,-6,9,-7.5
196686,3,1,10,male,4,130270000,753,733,1,1,-20,7,-17.5
199507,7,1,9,male,4,130270000,753,737.66998,1,1,-15.330017,7,-17.5
199647,5,1,13,female,4,130270000,753,713.5,1,1,-39.5,3,-37.5
559587,6,1,7,male,4,130590024,753,713,1,1,-40,3,-37.5
558701,4,1,11,female,4,130160016,753,741,1,1,-12,8,-12.5
684257,6,1,6,female,4,130450008,753,710,1,1,-43,2,-42.5
199524,6,1,8,male,4,130270000,753,743,1,1,-10,9,-7.5
249871,5,1,10,male,4,130280104,753,721.94,1,1,-31.059998,4,-32.5
138503,7,1,6,female,4,130420024,753,729,1,1,-24,6,-22.5
249883,6,1,8,male,4,130280104,753,752,1,1,-1,10,-2.5
559571,8,1,7,female,4,130590024,753,739,1,1,-14,8,-12.5
197807,5,1,8,female,4,130380000,753,747,1,1,-6,9,-7.5
684385,3,1,14,female,4,130370008,753,744,1,1,-9,9,-7.5
504207,8,1,7,male,4,130040016,753,732,1,1,-21,6,-22.5
138489,6,1,8,female,4,130420024,753,710,1,1,-43,2,-42.5
140304,4,1,10,male,4,130300104,753,736,1,1,-17,7,-17.5
197849,4,1,12,male,4,130270000,753,714,1,1,-39,3,-37.5
138434,5,1,16,male,4,130420024,753,725.5,0,0,-27.5,5,-27.5
138455,4,no pobre,15,male,4,130420024,753,795,0,1,42,19,42.5
559601,5,1,12,male,4,130590024,753,705,1,1,-48,1,-47.5
559548,3,1,16,male,4,130590024,753,710,0,0,-43,2,-42.5
138491,4,1,14,female,4,130420024,753,724.5,0,1,-28.5,5,-27.5
249878,6,1,13,female,4,130280104,753,706,1,1,-47,1,-47.5
254277,4,1,11,female,4,130710064,753,746,1,1,-7,9,-7.5
249883,7,1,6,male,4,130280104,753,752,1,1,-1,10,-2.5
559333,3,1,12,male,4,130590056,753,752,0,1,-1,10,-2.5
558701,3,1,14,female,4,130160016,753,741,0,1,-12,8,-12.5
251952,3,1,11,female,4,130710064,753,736,1,1,-17,7,-17.5
558527,3,1,7,female,4,130770056,753,708,1,1,-45,2,-42.5
557504,5,1,12,male,4,130580000,753,736.33002,1,1,-16.669983,7,-17.5
254277,6,1,7,male,4,130710064,753,746,1,1,-7,9,-7.5
559601,7,1,8,male,4,130590024,753,705,1,1,-48,1,-47.5
251994,4,no pobre,10,male,4,130710024,753,775.5,1,1,22.5,15,22.5
140304,3,1,12,male,4,130300104,753,736,1,1,-17,7,-17.5
138491,3,1,16,male,4,130420024,753,724.5,0,0,-28.5,5,-27.5
557605,8,1,10,male,4,130580000,753,746.75,1,1,-6.25,9,-7.5
653644,6,1,10,female,4,130180048,753,731.33002,0,1,-21.669983,6,-22.5
481690,5,1,10,male,4,130840032,753,716.5,1,1,-36.5,3,-37.5
559658,5,1,12,male,4,130010040,753,747,0,1,-6,9,-7.5
557509,6,1,10,male,4,130580000,753,741,1,1,-12,8,-12.5
558616,3,1,12,female,4,130160072,753,726,1,1,-27,5,-27.5
140304,5,1,8,male,4,130300104,753,736,1,1,-17,7,-17.5
557575,3,1,7,male,4,130580000,753,706,1,1,-47,1,-47.5
504383,7,1,9,female,4,130040016,753,734,1,1,-19,7,-17.5
138516,3,no pobre,6,female,4,130420024,753,754.33002,1,1,1.3300171,11,2.5
199513,9,1,7,male,4,130270000,753,717.25,1,1,-35.75,3,-37.5
683444,3,1,10,female,4,130160072,753,704,1,1,-49,1,-47.5
199564,3,no pobre,10,male,4,130270000,753,760,1,1,7,12,7.5
354048,3,1,12,female,4,130490040,753,747,1,1,-6,9,-7.5
284320,7,1,12,female,4,130840032,753,704.57001,0,0,-48.429993,1,-47.5
351599,7,1,8,female,4,130460096,753,724.5,1,1,-28.5,5,-27.5
558613,4,1,10,female,4,130160072,753,745,1,1,-8,9,-7.5
558017,4,1,14,male,4,130350024,753,705.46002,0,1,-47.539978,1,-47.5
249869,3,1,16,female,4,130280104,753,709.5,0,0,-43.5,2,-42.5
559104,5,1,8,male,4,130150008,753,706,1,1,-47,1,-47.5
252615,4,1,15,male,4,130590032,753,741,0,1,-12,8,-12.5
254277,5,1,9,female,4,130710064,753,746,1,1,-7,9,-7.5
197795,4,1,9,male,4,130380000,753,747.5,1,1,-5.5,9,-7.5
252390,3,1,11,male,4,130430000,753,718,1,1,-35,4,-32.5
558905,3,1,8,male,4,130300104,753,715,1,1,-38,3,-37.5
558862,5,1,13,female,4,130300104,753,704,1,1,-49,1,-47.5
250401,3,1,16,male,4,130260040,753,715,0,0,-38,3,-37.5
197796,5,1,10,female,4,130380000,753,708.5,1,1,-44.5,2,-42.5
558862,4,1,15,female,4,130300104,753,704,0,1,-49,1,-47.5
250389,3,1,13,male,4,130260040,753,739,1,1,-14,8,-12.5
138718,8,1,15,female,4,130420024,753,707,0,0,-46,1,-47.5
251971,2,no pobre,14,female,4,130710064,753,771,1,1,18,14,17.5
197807,3,1,12,female,4,130380000,753,747,1,1,-6,9,-7.5
503481,3,1,16,male,4,130400032,753,740,0,0,-13,8,-12.5
555356,8,1,9,female,4,130680048,753,710.25,1,1,-42.75,2,-42.5
252350,7,1,7,female,4,130430000,753,736.5,1,1,-16.5,7,-17.5
353953,5,1,12,male,4,130800032,753,728.5,1,1,-24.5,6,-22.5
559154,7,1,8,male,4,130150032,753,728,1,1,-25,6,-22.5
558675,7,1,8,female,4,130160016,753,721,1,1,-32,4,-32.5
138434,8,1,10,male,4,130420024,753,725.5,1,1,-27.5,5,-27.5
558142,4,1,10,male,4,130350024,753,705,1,1,-48,1,-47.5
199655,10,1,6,male,4,130270000,753,737,1,1,-16,7,-17.5
558748,3,1,9,male,4,130350024,753,714,1,1,-39,3,-37.5
558155,5,no pobre,8,female,4,130350024,753,799.5,1,1,46.5,20,47.5
250401,5,1,11,male,4,130260040,753,715,1,1,-38,3,-37.5
138434,6,1,13,female,4,130420024,753,725.5,0,1,-27.5,5,-27.5
558122,6,1,15,male,4,130570032,753,736.25,0,0,-16.75,7,-17.5
684354,4,1,13,female,4,130370008,753,749.5,0,1,-3.5,10,-2.5
557602,6,no pobre,7,male,4,130580000,753,775,1,1,22,15,22.5
504207,5,1,13,male,4,130040016,753,732,1,1,-21,6,-22.5
199524,5,1,10,female,4,130270000,753,743,1,1,-10,9,-7.5
559224,9,1,16,female,4,130590024,753,745.59998,1,0,-7.4000244,9,-7.5
503492,4,1,9,female,4,130400032,753,716,1,1,-37,3,-37.5
558871,8,1,11,male,4,130300104,753,741.5,1,1,-11.5,8,-12.5
504207,7,1,10,male,4,130040016,753,732,1,1,-21,6,-22.5
252392,3,1,12,female,4,130430000,753,721,1,1,-32,4,-32.5
138489,5,1,10,female,4,130420024,753,710,1,1,-43,2,-42.5
252392,4,1,11,male,4,130430000,753,721,1,1,-32,4,-32.5
354052,7,1,7,male,4,130490040,753,712,1,1,-41,2,-42.5
137584,5,no pobre,14,female,4,130840072,753,787.5,0,0,34.5,17,32.5
250392,3,1,8,male,4,130260040,753,732.5,1,1,-20.5,6,-22.5
506407,6,1,9,male,4,130810008,753,750,1,1,-3,10,-2.5
558708,4,1,10,male,4,130160016,753,715,1,1,-38,3,-37.5
559601,3,1,16,male,4,130590024,753,705,0,0,-48,1,-47.5
556076,2,1,12,female,4,130150048,753,733,1,1,-20,7,-17.5
559224,8,1,7,male,4,130590024,753,745.59998,1,1,-7.4000244,9,-7.5
559516,4,1,11,female,4,130590024,753,706,0,1,-47,1,-47.5
249869,5,1,10,female,4,130280104,753,709.5,1,1,-43.5,2,-42.5
558974,5,no pobre,13,male,4,130300104,753,798,1,1,45,20,47.5
354895,6,1,12,male,4,130140016,753,744,1,1,-9,9,-7.5
354008,3,1,12,female,4,130490040,753,718,1,1,-35,4,-32.5
684259,3,1,13,female,4,130450008,753,711,0,1,-42,2,-42.5
197818,5,1,6,female,4,130380000,753,745.5,1,1,-7.5,9,-7.5
653649,11,1,8,male,4,130180048,753,707,1,1,-46,1,-47.5
351804,4,1,15,female,4,130490040,753,724,0,1,-29,5,-27.5
555286,5,no pobre,14,female,4,130680048,753,760,0,0,7,12,7.5
140287,3,1,9,female,4,130300104,753,708,1,1,-45,2,-42.5
199522,5,1,8,male,4,130270000,753,734,1,1,-19,7,-17.5
351599,6,1,10,female,4,130460096,753,724.5,1,1,-28.5,5,-27.5
693905,5,1,11,female,4,130140016,753,750,1,1,-3,10,-2.5
252350,6,1,11,male,4,130430000,753,736.5,1,1,-16.5,7,-17.5
